review_id,review_text,lemmas,pos_tags
669542886,Decent stay overall. Our superhost was polite but slow to respond a couple of times. The entire apartment was fine but a little smaller than expected.,"['decent', 'stay', 'overall', 'our', 'superhost', 'be', 'polite', 'but', 'slow', 'to', 'respond', 'a', 'couple', 'of', 'time', 'the', 'entire', 'apartment', 'be', 'fine', 'but', 'a', 'little', 'small', 'than', 'expect']","['NNP', 'NN', 'RB', 'PRP$', 'NN', 'VBD', 'JJ', 'CC', 'JJ', 'TO', 'VB', 'DT', 'NN', 'IN', 'NNS', 'DT', 'JJ', 'NN', 'VBD', 'JJ', 'CC', 'DT', 'JJ', 'JJR', 'IN', 'VBN']"
158274067,It was okay for the price. Location in I Centro Storico was convenient enough. The host was polite but slow to respond a couple of times.,"['it', 'be', 'okay', 'for', 'the', 'price', 'location', 'in', 'i', 'centro', 'storico', 'be', 'convenient', 'enough', 'the', 'host', 'be', 'polite', 'but', 'slow', 'to', 'respond', 'a', 'couple', 'of', 'time']","['PRP', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'NNP', 'IN', 'PRP', 'NNP', 'NNP', 'VBD', 'JJ', 'RB', 'DT', 'NN', 'VBD', 'JJ', 'CC', 'JJ', 'TO', 'VB', 'DT', 'NN', 'IN', 'NNS']"
281168772,"Loved every minute of it. Check-in was smooth and the amenities were exactly what we needed. Great location in Prince's Bay, close to everything we needed in New York.","['love', 'every', 'minute', 'of', 'it', 'be', 'smooth', 'and', 'the', 'amenity', 'be', 'exactly', 'what', 'we', 'need', 'great', 'location', 'in', 'prince', 'bay', 'close', 'to', 'everything', 'we', 'need', 'in', 'new', 'york']","['VBN', 'DT', 'NN', 'IN', 'PRP', 'VBD', 'JJ', 'CC', 'DT', 'NNS', 'VBD', 'RB', 'WP', 'PRP', 'VBD', 'NNP', 'NN', 'IN', 'NNP', 'NNP', 'RB', 'TO', 'NN', 'PRP', 'VBD', 'IN', 'NNP', 'NNP']"
78097741,Reasonable for a short trip. It served its purpose for our stay in Rome.,"['reasonable', 'for', 'a', 'short', 'trip', 'it', 'serve', 'it', 'purpose', 'for', 'our', 'stay', 'in', 'rome']","['JJ', 'IN', 'DT', 'JJ', 'NN', 'PRP', 'VBD', 'PRP$', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'NNP']"
515211298,Wonderful experience. We would definitely book this private room in house again. Our superhost was super responsive and easy to communicate with.,"['wonderful', 'experience', 'we', 'would', 'definitely', 'book', 'this', 'private', 'room', 'in', 'house', 'again', 'our', 'superhost', 'be', 'super', 'responsive', 'and', 'easy', 'to', 'communicate', 'with']","['JJ', 'NN', 'PRP', 'MD', 'RB', 'NN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'RB', 'PRP$', 'NN', 'VBD', 'JJ', 'NN', 'CC', 'JJ', 'TO', 'VB', 'IN']"
547481538,Amazing stay! The room in hotel was spotless and exactly as described. The place felt very cozy for 2 guests. Our superhost was super responsive and easy to communicate with.,"['amaze', 'stay', 'the', 'room', 'in', 'hotel', 'be', 'spotless', 'and', 'exactly', 'a', 'describe', 'the', 'place', 'felt', 'very', 'cozy', 'for', 'guest', 'our', 'superhost', 'be', 'super', 'responsive', 'and', 'easy', 'to', 'communicate', 'with']","['VBG', 'VB', 'DT', 'NN', 'IN', 'NN', 'VBD', 'JJ', 'CC', 'RB', 'IN', 'VBN', 'DT', 'NN', 'VBD', 'RB', 'JJ', 'IN', 'NNS', 'PRP$', 'NN', 'VBD', 'JJ', 'NN', 'CC', 'JJ', 'TO', 'VB', 'IN']"
503543469,We had a rough experience. The location in Beyoglu was noisier than expected. The entire apartment was not as clean as the photos suggested. Our superhost was difficult to reach when we had issues.,"['we', 'have', 'a', 'rough', 'experience', 'the', 'location', 'in', 'beyoglu', 'be', 'noisy', 'than', 'expect', 'the', 'entire', 'apartment', 'be', 'not', 'as', 'clean', 'a', 'the', 'photo', 'suggest', 'our', 'superhost', 'be', 'difficult', 'to', 'reach', 'when', 'we', 'have', 'issue']","['PRP', 'VBD', 'DT', 'JJ', 'NN', 'DT', 'NN', 'IN', 'NNP', 'VBD', 'JJR', 'IN', 'VBN', 'DT', 'JJ', 'NN', 'VBD', 'RB', 'RB', 'JJ', 'IN', 'DT', 'NN', 'VBD', 'PRP$', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'WRB', 'PRP', 'VBD', 'NNS']"
590297118,An average experience. Location in Enclos-St-Laurent was convenient enough.,"['an', 'average', 'experience', 'location', 'in', 'be', 'convenient', 'enough']","['DT', 'JJ', 'NN', 'NN', 'IN', 'VBD', 'JJ', 'RB']"
67633782,"Perfect for our trip. Great location in I Centro Storico, close to everything we needed in Rome. Our superhost was super responsive and easy to communicate with.","['perfect', 'for', 'our', 'trip', 'great', 'location', 'in', 'i', 'centro', 'storico', 'close', 'to', 'everything', 'we', 'need', 'in', 'rome', 'our', 'superhost', 'be', 'super', 'responsive', 'and', 'easy', 'to', 'communicate', 'with']","['NN', 'IN', 'PRP$', 'NN', 'NNP', 'NN', 'IN', 'PRP', 'NNP', 'NNP', 'RB', 'TO', 'NN', 'PRP', 'VBD', 'IN', 'NNP', 'PRP$', 'NN', 'VBD', 'JJ', 'NN', 'CC', 'JJ', 'TO', 'VB', 'IN']"
60963469,Exceeded our expectations! Check-in was smooth and the amenities were exactly what we needed. The host was super responsive and easy to communicate with.,"['exceed', 'our', 'expectation', 'be', 'smooth', 'and', 'the', 'amenity', 'be', 'exactly', 'what', 'we', 'need', 'the', 'host', 'be', 'super', 'responsive', 'and', 'easy', 'to', 'communicate', 'with']","['VBD', 'PRP$', 'NNS', 'VBD', 'JJ', 'CC', 'DT', 'NNS', 'VBD', 'RB', 'WP', 'PRP', 'VBD', 'DT', 'NN', 'VBD', 'JJ', 'NN', 'CC', 'JJ', 'TO', 'VB', 'IN']"
28816193,Would not recommend. We had several issues during our stay that were never resolved. The host was difficult to reach when we had issues.,"['would', 'not', 'recommend', 'we', 'have', 'several', 'issue', 'during', 'our', 'stay', 'that', 'be', 'never', 'resolve', 'the', 'host', 'be', 'difficult', 'to', 'reach', 'when', 'we', 'have', 'issue']","['MD', 'RB', 'VB', 'PRP', 'VBD', 'JJ', 'NNS', 'IN', 'PRP$', 'NN', 'WDT', 'VBD', 'RB', 'VBN', 'DT', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'WRB', 'PRP', 'VBD', 'NNS']"
568954233,Not worth the price. The location in Popincourt was noisier than expected. Our superhost was difficult to reach when we had issues. The entire apartment was not as clean as the photos suggested.,"['not', 'worth', 'the', 'price', 'the', 'location', 'in', 'popincourt', 'be', 'noisy', 'than', 'expect', 'our', 'superhost', 'be', 'difficult', 'to', 'reach', 'when', 'we', 'have', 'issue', 'the', 'entire', 'apartment', 'be', 'not', 'as', 'clean', 'a', 'the', 'photo', 'suggest']","['RB', 'IN', 'DT', 'NN', 'DT', 'NN', 'IN', 'NNP', 'VBD', 'JJR', 'IN', 'VBN', 'PRP$', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'WRB', 'PRP', 'VBD', 'NNS', 'DT', 'JJ', 'NN', 'VBD', 'RB', 'RB', 'JJ', 'IN', 'DT', 'NN', 'VBD']"
85784691,We had a fantastic time. We would definitely book this shared room in apartment again. Check-in was smooth and the amenities were exactly what we needed.,"['we', 'have', 'a', 'fantastic', 'time', 'we', 'would', 'definitely', 'book', 'this', 'share', 'room', 'in', 'apartment', 'again', 'be', 'smooth', 'and', 'the', 'amenity', 'be', 'exactly', 'what', 'we', 'need']","['PRP', 'VBD', 'DT', 'JJ', 'NN', 'PRP', 'MD', 'RB', 'NN', 'DT', 'VBN', 'NN', 'IN', 'NN', 'RB', 'VBD', 'VBN', 'CC', 'DT', 'NNS', 'VBD', 'RB', 'WP', 'PRP', 'VBD']"
133734792,Disappointing stay. The entire apartment was not as clean as the photos suggested. We had several issues during our stay that were never resolved. The host was difficult to reach when we had issues.,"['disappoint', 'stay', 'the', 'entire', 'apartment', 'be', 'not', 'as', 'clean', 'a', 'the', 'photo', 'suggest', 'we', 'have', 'several', 'issue', 'during', 'our', 'stay', 'that', 'be', 'never', 'resolve', 'the', 'host', 'be', 'difficult', 'to', 'reach', 'when', 'we', 'have', 'issue']","['VBG', 'VB', 'DT', 'JJ', 'NN', 'VBD', 'RB', 'RB', 'JJ', 'IN', 'DT', 'NNS', 'VBD', 'PRP', 'VBD', 'JJ', 'NNS', 'IN', 'PRP$', 'NN', 'WDT', 'VBD', 'RB', 'VBN', 'DT', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'WRB', 'PRP', 'VBD', 'NNS']"
56699513,Not worth the price. Check-in was confusing and delayed our arrival in Paris. The host was difficult to reach when we had issues. The entire apartment was not as clean as the photos suggested.,"['not', 'worth', 'the', 'price', 'be', 'confuse', 'and', 'delay', 'our', 'arrival', 'in', 'paris', 'the', 'host', 'be', 'difficult', 'to', 'reach', 'when', 'we', 'have', 'issue', 'the', 'entire', 'apartment', 'be', 'not', 'as', 'clean', 'a', 'the', 'photo', 'suggest']","['RB', 'IN', 'DT', 'NN', 'VBD', 'VBG', 'CC', 'VB', 'PRP$', 'NN', 'IN', 'NNP', 'DT', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'WRB', 'PRP', 'VBD', 'NNS', 'DT', 'JJ', 'NN', 'VBD', 'RB', 'RB', 'JJ', 'IN', 'DT', 'NN', 'VBD']"
610715195,"Nothing special, but fine. Some things could be improved, like cleanliness in the entire guesthouse.","['nothing', 'special', 'but', 'fine', 'some', 'thing', 'could', 'be', 'improve', 'like', 'cleanliness', 'in', 'the', 'entire', 'guesthouse']","['VBG', 'JJ', 'CC', 'JJ', 'DT', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN']"
144007706,"It was okay for the price. Some things could be improved, like cleanliness in the entire loft. The entire loft was fine but a little smaller than expected.","['it', 'be', 'okay', 'for', 'the', 'price', 'some', 'thing', 'could', 'be', 'improve', 'like', 'cleanliness', 'in', 'the', 'entire', 'loft', 'the', 'entire', 'loft', 'be', 'fine', 'but', 'a', 'little', 'small', 'than', 'expect']","['PRP', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'DT', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'VBZ', 'DT', 'JJ', 'NN', 'VBD', 'JJ', 'CC', 'DT', 'JJ', 'JJR', 'IN', 'VBN']"
567225243,"Nothing special, but fine. Location in Bang Sue was convenient enough.","['nothing', 'special', 'but', 'fine', 'location', 'in', 'bang', 'sue', 'be', 'convenient', 'enough']","['VBG', 'JJ', 'CC', 'JJ', 'NNP', 'IN', 'NNP', 'NNP', 'VBD', 'JJ', 'RB']"
469203889,Would not recommend. The host was difficult to reach when we had issues. Check-in was confusing and delayed our arrival in Paris. The location in Gobelins was noisier than expected.,"['would', 'not', 'recommend', 'the', 'host', 'be', 'difficult', 'to', 'reach', 'when', 'we', 'have', 'issue', 'be', 'confuse', 'and', 'delay', 'our', 'arrival', 'in', 'paris', 'the', 'location', 'in', 'gobelins', 'be', 'noisy', 'than', 'expect']","['MD', 'RB', 'VB', 'DT', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'WRB', 'PRP', 'VBD', 'NNS', 'VBD', 'VBG', 'CC', 'VB', 'PRP$', 'NN', 'IN', 'NNP', 'DT', 'NN', 'IN', 'NNP', 'VBD', 'JJR', 'IN', 'VBN']"
616898615,Loved every minute of it. Our superhost was super responsive and easy to communicate with. We would definitely book this entire apartment again. The place felt very cozy for 4 guests.,"['love', 'every', 'minute', 'of', 'it', 'our', 'superhost', 'be', 'super', 'responsive', 'and', 'easy', 'to', 'communicate', 'with', 'we', 'would', 'definitely', 'book', 'this', 'entire', 'apartment', 'again', 'the', 'place', 'felt', 'very', 'cozy', 'for', 'guest']","['VBN', 'DT', 'NN', 'IN', 'PRP', 'PRP$', 'NN', 'VBD', 'JJ', 'NN', 'CC', 'JJ', 'TO', 'VB', 'IN', 'PRP', 'MD', 'RB', 'NN', 'DT', 'JJ', 'NN', 'RB', 'DT', 'NN', 'VBD', 'RB', 'JJ', 'IN', 'NNS']"
260915578,Decent stay overall. It served its purpose for our stay in Paris. The host was polite but slow to respond a couple of times.,"['decent', 'stay', 'overall', 'it', 'serve', 'it', 'purpose', 'for', 'our', 'stay', 'in', 'paris', 'the', 'host', 'be', 'polite', 'but', 'slow', 'to', 'respond', 'a', 'couple', 'of', 'time']","['NNP', 'NN', 'IN', 'PRP', 'VBD', 'PRP$', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'NNP', 'DT', 'NN', 'VBD', 'JJ', 'CC', 'JJ', 'TO', 'VB', 'DT', 'NN', 'IN', 'NNS']"
308160918,It was okay for the price. It served its purpose for our stay in Sydney.,"['it', 'be', 'okay', 'for', 'the', 'price', 'it', 'serve', 'it', 'purpose', 'for', 'our', 'stay', 'in', 'sydney']","['PRP', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'PRP', 'VBD', 'PRP$', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'NNP']"
527120168,Not worth the price. We had several issues during our stay that were never resolved. Our superhost was difficult to reach when we had issues. The entire guest suite was not as clean as the photos suggested.,"['not', 'worth', 'the', 'price', 'we', 'have', 'several', 'issue', 'during', 'our', 'stay', 'that', 'be', 'never', 'resolve', 'our', 'superhost', 'be', 'difficult', 'to', 'reach', 'when', 'we', 'have', 'issue', 'the', 'entire', 'guest', 'suite', 'be', 'not', 'as', 'clean', 'a', 'the', 'photo', 'suggest']","['RB', 'IN', 'DT', 'NN', 'PRP', 'VBD', 'JJ', 'NNS', 'IN', 'PRP$', 'NN', 'WDT', 'VBD', 'RB', 'VBN', 'PRP$', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'WRB', 'PRP', 'VBD', 'NNS', 'DT', 'JJ', 'NN', 'NN', 'VBD', 'RB', 'RB', 'JJ', 'IN', 'DT', 'NN', 'VBD']"
56391708,Disappointing stay. The entire apartment was not as clean as the photos suggested. We had several issues during our stay that were never resolved.,"['disappoint', 'stay', 'the', 'entire', 'apartment', 'be', 'not', 'as', 'clean', 'a', 'the', 'photo', 'suggest', 'we', 'have', 'several', 'issue', 'during', 'our', 'stay', 'that', 'be', 'never', 'resolve']","['VBG', 'VB', 'DT', 'JJ', 'NN', 'VBD', 'RB', 'RB', 'JJ', 'IN', 'DT', 'NNS', 'VBD', 'PRP', 'VBD', 'JJ', 'NNS', 'IN', 'PRP$', 'NN', 'WDT', 'VBD', 'RB', 'VBN']"
186256064,Wonderful experience. The entire apartment was spotless and exactly as described. The place felt very cozy for 3 guests.,"['wonderful', 'experience', 'the', 'entire', 'apartment', 'be', 'spotless', 'and', 'exactly', 'a', 'describe', 'the', 'place', 'felt', 'very', 'cozy', 'for', 'guest']","['JJ', 'NN', 'DT', 'JJ', 'NN', 'VBD', 'JJ', 'CC', 'RB', 'IN', 'VBN', 'DT', 'NN', 'VBD', 'RB', 'JJ', 'IN', 'NNS']"
95685962,Would not recommend. The host was difficult to reach when we had issues. Check-in was confusing and delayed our arrival in Rio de Janeiro.,"['would', 'not', 'recommend', 'the', 'host', 'be', 'difficult', 'to', 'reach', 'when', 'we', 'have', 'issue', 'be', 'confuse', 'and', 'delay', 'our', 'arrival', 'in', 'rio', 'de', 'janeiro']","['MD', 'RB', 'VB', 'DT', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'WRB', 'PRP', 'VBD', 'NNS', 'VBD', 'VBG', 'CC', 'VB', 'PRP$', 'NN', 'IN', 'NNP', 'IN', 'NNP']"
77971485,Not worth the price. The host was difficult to reach when we had issues. The location in Buttes-Montmartre was noisier than expected.,"['not', 'worth', 'the', 'price', 'the', 'host', 'be', 'difficult', 'to', 'reach', 'when', 'we', 'have', 'issue', 'the', 'location', 'in', 'be', 'noisy', 'than', 'expect']","['RB', 'IN', 'DT', 'NN', 'DT', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'WRB', 'PRP', 'VBD', 'NNS', 'DT', 'NN', 'IN', 'VBD', 'JJR', 'IN', 'VBN']"
345757215,Would not recommend. We had several issues during our stay that were never resolved. The host was difficult to reach when we had issues. Check-in was confusing and delayed our arrival in Sydney.,"['would', 'not', 'recommend', 'we', 'have', 'several', 'issue', 'during', 'our', 'stay', 'that', 'be', 'never', 'resolve', 'the', 'host', 'be', 'difficult', 'to', 'reach', 'when', 'we', 'have', 'issue', 'be', 'confuse', 'and', 'delay', 'our', 'arrival', 'in', 'sydney']","['MD', 'RB', 'VB', 'PRP', 'VBD', 'JJ', 'NNS', 'IN', 'PRP$', 'NN', 'WDT', 'VBD', 'RB', 'VBN', 'DT', 'NN', 'VBD', 'JJ', 'TO', 'VB', 'WRB', 'PRP', 'VBD', 'NNS', 'VBD', 'VBG', 'CC', 'VB', 'PRP$', 'NN', 'IN', 'NNP']"
588866682,We had a fantastic time. The place felt very cozy for 2 guests. We would definitely book this private room in apartment again. The private room in apartment was spotless and exactly as described.,"['we', 'have', 'a', 'fantastic', 'time', 'the', 'place', 'felt', 'very', 'cozy', 'for', 'guest', 'we', 'would', 'definitely', 'book', 'this', 'private', 'room', 'in', 'apartment', 'again', 'the', 'private', 'room', 'in', 'apartment', 'be', 'spotless', 'and', 'exactly', 'a', 'described']","['PRP', 'VBD', 'DT', 'JJ', 'NN', 'DT', 'NN', 'VBD', 'RB', 'JJ', 'IN', 'NNS', 'PRP', 'MD', 'RB', 'NN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'RB', 'DT', 'JJ', 'NN', 'IN', 'NN', 'VBD', 'JJ', 'CC', 'RB', 'IN', 'NN']"
349729068,"Amazing stay! Great location in I Centro Storico, close to everything we needed in Rome. The host was super responsive and easy to communicate with. The entire apartment was spotless and exactly as described.","['amazing', 'stay', 'great', 'location', 'in', 'i', 'centro', 'storico', 'close', 'to', 'everything', 'we', 'need', 'in', 'rome', 'the', 'host', 'be', 'super', 'responsive', 'and', 'easy', 'to', 'communicate', 'with', 'the', 'entire', 'apartment', 'be', 'spotless', 'and', 'exactly', 'a', 'described']","['JJ', 'NN', 'NNP', 'NN', 'IN', 'PRP', 'NNP', 'NNP', 'RB', 'TO', 'NN', 'PRP', 'VBD', 'IN', 'NNP', 'DT', 'NN', 'VBD', 'JJ', 'NN', 'CC', 'JJ', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NN', 'VBD', 'JJ', 'CC', 'RB', 'IN', 'NN']"
107275354,Disappointing stay. Check-in was confusing and delayed our arrival in New York. The entire apartment was not as clean as the photos suggested. We had several issues during our stay that were never resolved.,"['disappoint', 'stay', 'be', 'confuse', 'and', 'delay', 'our', 'arrival', 'in', 'new', 'york', 'the', 'entire', 'apartment', 'be', 'not', 'as', 'clean', 'a', 'the', 'photo', 'suggest', 'we', 'have', 'several', 'issue', 'during', 'our', 'stay', 'that', 'be', 'never', 'resolve']","['VBG', 'NN', 'VBD', 'VBG', 'CC', 'VB', 'PRP$', 'NN', 'IN', 'NNP', 'NNP', 'DT', 'JJ', 'NN', 'VBD', 'RB', 'RB', 'JJ', 'IN', 'DT', 'NNS', 'VBD', 'PRP', 'VBD', 'JJ', 'NNS', 'IN', 'PRP$', 'NN', 'WDT', 'VBD', 'RB', 'VBN']"
233126372,"Nothing special, but fine. It served its purpose for our stay in Cape Town.","['nothing', 'special', 'but', 'fine', 'it', 'serve', 'it', 'purpose', 'for', 'our', 'stay', 'in', 'cape', 'town']","['VBG', 'JJ', 'CC', 'JJ', 'PRP', 'VBD', 'PRP$', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'NNP', 'NNP']"
536666218,"Decent stay overall. The entire apartment was fine but a little smaller than expected. Some things could be improved, like cleanliness in the entire apartment.","['decent', 'stay', 'overall', 'the', 'entire', 'apartment', 'be', 'fine', 'but', 'a', 'little', 'small', 'than', 'expect', 'some', 'thing', 'could', 'be', 'improve', 'like', 'cleanliness', 'in', 'the', 'entire', 'apartment']","['NNP', 'NN', 'RB', 'DT', 'JJ', 'NN', 'VBD', 'JJ', 'CC', 'DT', 'JJ', 'JJR', 'IN', 'VBN', 'DT', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN']"
718746598,Reasonable for a short trip. Location in Chelsea was convenient enough.,"['reasonable', 'for', 'a', 'short', 'trip', 'location', 'in', 'chelsea', 'be', 'convenient', 'enough']","['JJ', 'IN', 'DT', 'JJ', 'NN', 'NNP', 'IN', 'NNP', 'VBD', 'JJ', 'RB']"
714682310,"Amazing stay! Great location in II Parioli/Nomentano, close to everything we needed in Rome. The host was super responsive and easy to communicate with. The entire apartment was spotless and exactly as described.","['amazing', 'stay', 'great', 'location', 'in', 'ii', 'close', 'to', 'everything', 'we', 'need', 'in', 'rome', 'the', 'host', 'be', 'super', 'responsive', 'and', 'easy', 'to', 'communicate', 'with', 'the', 'entire', 'apartment', 'be', 'spotless', 'and', 'exactly', 'a', 'described']","['JJ', 'NN', 'NNP', 'NN', 'IN', 'NNP', 'NN', 'TO', 'NN', 'PRP', 'VBD', 'IN', 'NNP', 'DT', 'NN', 'VBD', 'JJ', 'NN', 'CC', 'JJ', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NN', 'VBD', 'JJ', 'CC', 'RB', 'IN', 'NN']"
466677109,It was okay for the price. The host was polite but slow to respond a couple of times.,"['it', 'be', 'okay', 'for', 'the', 'price', 'the', 'host', 'be', 'polite', 'but', 'slow', 'to', 'respond', 'a', 'couple', 'of', 'time']","['PRP', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'DT', 'NN', 'VBD', 'JJ', 'CC', 'JJ', 'TO', 'VB', 'DT', 'NN', 'IN', 'NNS']"
